t,angle,gyro,speed,dist,LQR_u,yawout,yaw,joyx,joyy,joyy_f,height,angle_zp,dist_zp,leg_add,bat,motor1_t,motor2_t,unctrl,jump
73147,7.18641,-2.252587,0.352317,1.324592,0.49211,-0.348601,-0.309595,0,0,0,48,7.194693,1.04234,12.66373,8.14247,-0.071755,-0.420355,0,0
73170,7.143999,-3.580832,0.366752,1.333796,0.461917,-0.289089,-0.315427,0,0,0,48,7.19175,1.04234,12.65084,8.14247,-0.086414,-0.375503,0,0
73191,7.082946,-4.55793,0.40836,1.343767,0.424835,-0.150423,-0.275692,0,0,0,48,7.189024,1.04234,12.64561,8.14247,-0.137206,-0.287629,0,0
73211,7.023559,-6.145717,0.524762,1.354505,0.367229,0.073983,-0.177698,0,0,0,48,7.186243,1.04234,12.63893,8.14247,-0.220606,-0.146623,0,0
73233,6.875116,-6.313656,0.699832,1.368311,0.31434,0.292409,-0.017899,0,0,0,48,7.18311,1.04234,12.62115,8.14247,-0.303374,-0.010966,0,0
73252,6.78677,-5.306022,0.489271,1.376748,0.100864,0.35391,0.108946,0,0,0,48,7.18048,1.04234,12.6066,8.14247,-0.227387,0.126523,0,0
73273,6.709054,-1.183885,0.335747,1.385185,0.119549,0.367999,0.219524,0,0,0,48,7.177179,1.04234,12.59065,8.14247,-0.243774,0.124225,0,0
73293,6.724303,0.999321,0.259915,1.389787,0.185695,0.314054,0.266953,0,0,0,48,7.174098,1.04234,12.57551,8.14247,-0.249875,0.06418,0,0
73314,6.824282,2.266497,0.025805,1.390554,0.191165,0.260248,0.274215,0,0,0,48,7.170945,1.04234,12.56125,8.14247,-0.225707,0.034541,0,0
73334,6.987692,0.434436,0.010088,1.391321,0.246348,0.240898,0.263415,0,0,0,48,7.167731,1.04234,12.55226,8.14247,-0.243623,-0.002725,0,0
73357,7.11928,-2.649534,0.028483,1.392855,0.22753,0.24198,0.251673,0,0,0,48,7.164138,1.04234,12.54845,8.14247,-0.234755,0.007225,0,0
73376,7.14356,-4.878541,0.0891,1.395923,0.172783,0.21689,0.240018,0,0,0,48,7.160825,1.04234,12.54617,8.14247,-0.194837,0.022054,0,0
73398,7.067563,-3.794572,0.03354,1.398224,0.110436,0.210552,0.230015,0,0,0,48,7.157133,1.04234,12.5501,8.14247,-0.160494,0.050058,0,0
73418,7.007655,-3.015946,-0.121575,1.398224,-0.035765,0.23395,0.224711,0,0,0,48,7.153738,1.04234,12.55263,8.14247,-0.099092,0.134857,0,0
73440,6.945861,-1.550297,-0.051908,1.39669,-0.021142,0.256924,0.231197,0,0,0,48,7.14997,1.04234,12.56391,8.14247,-0.117891,0.139033,0,0
73460,6.909479,-2.954877,-0.101065,1.393622,-0.25728,0.282429,0.249984,0,0,0,48,7.146523,1.04234,12.5779,8.14247,-0.012575,0.269854,0,0
73483,6.792902,-0.695335,-0.280403,1.388253,-0.487793,0.314872,0.275099,0,0,0,48,7.142721,1.04234,12.58956,8.14247,0.086461,0.401333,0,0
73502,6.707621,1.289398,-0.451171,1.38135,-0.690309,0.346023,0.294647,0,0,0,48,7.13961,1.04234,12.5949,8.14247,0.172143,0.518166,0,0
73522,6.68555,3.487871,-0.438367,1.372913,-0.695589,0.35162,0.311847,0,0,0,48,7.136166,1.04234,12.60424,8.14247,0.171984,0.523604,0,0
73544,6.695453,6.327566,-0.580169,1.360641,-0.729163,0.281129,0.311584,0,0,0,48,7.132409,1.04234,12.62704,8.14247,0.224017,0.505146,0,0
73565,6.738941,8.25123,-0.591136,1.348369,-0.661832,0.134451,0.266891,0,0,0,48,7.129041,1.04234,12.65524,8.14247,0.263691,0.398142,0,0
73585,6.827711,10.52604,-0.691551,1.333796,-0.549016,-0.069462,0.164352,0,0,0,48,7.125733,1.04234,12.6719,8.14247,0.309239,0.239777,0,0
73605,6.971874,12.2207,-0.820364,1.318457,-0.367457,-0.272751,0.025186,0,0,0,48,7.1225,1.04234,12.67937,8.14247,0.320104,0.047353,0,0
73625,7.274457,9.564207,-0.72993,1.303884,-0.079247,-0.362056,-0.116027,0,0,0,48,7.119354,1.04234,12.67723,8.14247,0.220651,-0.141404,0,0
73645,7.605132,-2.802206,-0.279952,1.296981,-0.076168,-0.277558,-0.195804,0,0,0,48,7.116303,1.04234,12.66898,8.14247,0.176863,-0.100695,0,0
73667,7.51771,-9.535029,0.121676,1.299282,-0.226807,-0.172232,-0.204066,0,0,0,48,7.11305,1.04234,12.67324,8.14247,0.19952,0.027288,0,0
73688,7.134108,-2.924343,0.083336,1.30235,-0.216357,-0.197962,-0.196208,0,0,0,48,7.110168,1.04234,12.70175,8.14247,0.207159,0.009197,0,0
73706,6.983319,0.984054,-0.194688,1.300816,-0.320939,-0.201316,-0.19712,0,0,0,48,7.107619,1.04234,12.71514,8.14247,0.261128,0.059811,0,0
73729,7.023765,0.434436,-0.193035,1.297748,-0.317316,-0.174095,-0.192494,0,0,0,48,7.104553,1.04234,12.69844,8.14247,0.245706,0.07161,0,0
73749,7.06491,-2.252587,-0.008808,1.297748,-0.309096,-0.151979,-0.178318,0,0,0,48,7.101809,1.04234,12.68392,8.14247,0.230538,0.078558,0,0
73770,7.012028,-1.382358,0.009738,1.298515,-0.3002,-0.171086,-0.173607,0,0,0,48,7.099099,1.04234,12.7014,8.14247,0.235643,0.064557,0,0
73790,6.953365,0.388634,0.000315,1.298515,-0.260135,-0.191182,-0.179047,0,0,0,48,7.096416,1.04234,12.7281,8.14247,0.225658,0.034477,0,0
73810,6.950462,0.129092,1.1e-05,1.298515,-0.277438,-0.187448,-0.180809,0,0,0,48,7.093755,1.04234,12.71723,8.14247,0.232443,0.044995,0,0
73832,6.95701,0.57184,0.001533,1.298515,-0.236212,-0.18197,-0.178995,0,0,0,48,7.090849,1.04234,12.69003,8.14247,0.209091,0.027121,0,0
73852,6.969491,0.648176,5.3e-05,1.298515,-0.206089,-0.189045,-0.181185,0,0,0,48,7.088222,1.04234,12.69755,8.14247,0.197567,0.008522,0,0
73872,7.002624,-0.145717,0.010668,1.299282,-0.182667,-0.189219,-0.184412,0,0,0,48,7.085606,1.04234,12.72275,8.14247,0.185943,-0.003276,0,0
73895,6.981096,0.648176,0.013782,1.300816,-0.115851,-0.20351,-0.189542,0,0,0,48,7.082736,1.04234,12.72911,8.14247,0.15968,-0.043829,0,0
73917,7.009766,1.732146,0.032252,1.301583,0.041986,-0.219864,-0.199179,0,0,0,48,7.079873,1.04234,12.71152,8.14247,0.088939,-0.130925,0,0
73937,7.075491,-0.695335,0.090876,1.303884,0.065426,-0.236924,-0.2083,0,0,0,48,7.077269,1.04234,12.70287,8.14247,0.085749,-0.151175,0,0
73959,7.083324,-1.107549,0.141256,1.307719,0.158564,-0.2643,-0.224684,0,0,0,48,7.074402,1.04234,12.71692,8.14247,0.052868,-0.211432,0,0
73978,7.082289,-1.077015,0.114353,1.310787,0.201568,-0.316479,-0.248771,0,0,0,48,7.072048,1.04234,12.73076,8.14247,0.057455,-0.259023,0,0
73998,7.058831,-0.573198,0.197158,1.316156,0.344342,-0.344942,-0.28273,0,0,0,48,7.069417,1.04234,12.72767,8.14247,0.0003,-0.344642,0,0
74018,7.06191,-1.489228,0.217367,1.320758,0.377971,-0.36707,-0.310355,0,0,0,48,7.066766,1.04234,12.71568,8.14247,-0.00545,-0.37252,0,0
74040,7.025812,-0.985412,0.236958,1.326126,0.458209,-0.340858,-0.328722,0,0,0,48,7.06382,1.04234,12.71958,8.14247,-0.058676,-0.399533,0,0
74060,7.035855,-1.397625,0.303841,1.331495,0.560485,-0.314193,-0.330149,0,0,0,48,7.061112,1.04234,12.72892,8.14247,-0.123146,-0.437339,0,0
74080,7.015005,-3.015946,0.277718,1.336864,0.477304,-0.261665,-0.311209,0,0,0,48,7.058369,1.04234,12.72478,8.14247,-0.10782,-0.369485,0,0
74101,6.946302,-3.718236,0.272062,1.343767,0.397544,-0.137227,-0.264328,0,0,0,48,7.055586,1.04234,12.69479,8.14247,-0.130159,-0.267385,0,0
74121,6.93948,-6.252587,0.47429,1.352204,0.392449,0.010049,-0.183617,0,0,0,48,7.052761,1.04234,12.65863,8.14247,-0.201249,-0.1912,0,0
74143,6.844779,-8.191519,0.502571,1.362175,0.173975,0.22075,-0.054138,0,0,0,48,7.049593,1.04234,12.63667,8.14247,-0.197362,0.023387,0,0
74164,6.638073,-4.985412,0.42789,1.371379,0.039321,0.332317,0.085521,0,0,0,48,7.04665,1.04234,12.62769,8.14247,-0.185819,0.146498,0,0
74184,6.506422,-0.389992,0.23427,1.376748,-0.027916,0.367776,0.190598,0,0,0,48,7.043643,1.04234,12.61567,8.14247,-0.16993,0.197846,0,0
74204,6.466759,4.052756,0.022084,1.377515,-0.011614,0.300487,0.244836,0,0,0,48,7.040576,1.04234,12.5968,8.14247,-0.144437,0.156051,0,0
74226,6.658317,2.816115,-0.06354,1.375214,-0.000966,0.232286,0.249307,0,0,0,48,7.037146,1.04234,12.58008,8.14247,-0.11566,0.116626,0,0
74246,6.8052,-0.741137,-0.00221,1.375214,-0.049669,0.228204,0.238507,0,0,0,48,7.033987,1.04234,12.579,8.14247,-0.089267,0.138936,0,0
74268,6.800927,-0.618999,0.010549,1.375981,-0.061244,0.234659,0.233359,0,0,0,48,7.030477,1.04234,12.5876,8.14247,-0.086707,0.147951,0,0
74286,6.799079,-0.206786,0.000486,1.375981,-0.061106,0.245412,0.236173,0,0,0,48,7.027581,1.04234,12.59439,8.14247,-0.092153,0.153259,0,0
74307,6.826798,-1.183885,-0.02603,1.375214,-0.135008,0.256079,0.241344,0,0,0,48,7.024343,1.04234,12.59976,8.14247,-0.060535,0.195544,0,0
74327,6.819396,-1.290755,-0.056832,1.374447,-0.203054,0.246927,0.243795,0,0,0,48,7.021088,1.04234,12.60592,8.14247,-0.021936,0.224991,0,0
74350,6.769369,-0.359457,-0.009829,1.37368,-0.208517,0.252087,0.245291,0,0,0,48,7.017494,1.04234,12.6226,8.14247,-0.021785,0.230302,0,0
74370,6.744559,-0.084648,-0.020301,1.372146,-0.271609,0.258477,0.246795,0,0,0,48,7.014219,1.04234,12.64451,8.14247,0.006566,0.265043,0,0
74389,6.72451,0.129092,-0.206718,1.369078,-0.460454,0.250055,0.247533,0,0,0,48,7.011271,1.04234,12.6552,8.14247,0.1052,0.355254,0,0
74411,6.69225,0.770314,-0.164627,1.36601,-0.496503,0.250023,0.246891,0,0,0,48,7.007668,1.04234,12.67016,8.14247,0.12324,0.373263,0,0
74431,6.675545,1.686344,-0.171328,1.362175,-0.527029,0.225055,0.243297,0,0,0,48,7.004401,1.04234,12.68005,8.14247,0.150987,0.376042,0,0
74453,6.682665,2.022222,-0.219817,1.357573,-0.594364,0.19951,0.231187,0,0,0,48,7.000823,1.04234,12.69273,8.14247,0.197427,0.396937,0,0
74474,6.69174,2.526039,-0.194816,1.352971,-0.59589,0.173428,0.209991,0,0,0,48,6.99759,1.04234,12.70253,8.14247,0.211231,0.384659,0,0
74493,6.714424,2.526039,-0.244053,1.348369,-0.642823,0.106198,0.179401,0,0,0,48,6.994701,1.04234,12.70826,8.14247,0.268313,0.37451,0,0
74513,6.73705,3.884818,-0.246103,1.343767,-0.56393,0.033412,0.133486,0,0,0,48,6.991519,1.04234,12.71184,8.14247,0.265259,0.298671,0,0
74535,6.783052,4.57184,-0.329019,1.337631,-0.540218,-0.049324,0.070902,0,0,0,48,6.988055,1.04234,12.72232,8.14247,0.294771,0.245447,0,0
74555,6.845394,5.335199,-0.233407,1.333029,-0.337507,-0.141132,0.003522,0,0,0,48,6.984943,1.04234,12.73988,8.14247,0.239319,0.098187,0,0
74577,6.97342,4.14436,-0.126941,1.328427,-0.145151,-0.224907,-0.080863,0,0,0,48,6.981564,1.04234,12.75629,8.14247,0.185029,-0.039878,0,0
74598,7.081439,0.312298,-0.123592,1.326126,-0.191406,-0.272104,-0.150045,0,0,0,48,6.978532,1.04234,12.76121,8.14247,0.231755,-0.040349,0,0
74620,7.051355,-1.092282,0.230899,1.328427,0.011772,-0.212913,-0.1849,0,0,0,48,6.975237,1.04234,12.76303,8.14247,0.100571,-0.112343,0,0
74640,6.98874,-0.099915,0.047968,1.329194,-0.053254,-0.175347,-0.183975,0,0,0,48,6.972269,1.04234,12.77961,8.14247,0.1143,-0.061047,0,0
74660,6.977596,0.57184,-0.018522,1.329961,-0.003655,-0.164743,-0.178257,0,0,0,48,6.969318,1.04234,12.79945,8.14247,0.084199,-0.080544,0,0
74681,6.973983,0.297031,0.114064,1.332262,0.143308,-0.169923,-0.174887,0,0,0,48,6.96638,1.04234,12.80598,8.14247,0.013307,-0.156616,0,0
74702,6.977129,-0.466328,0.153414,1.334563,0.197484,-0.174892,-0.17436,0,0,0,48,6.963449,1.04234,12.80238,8.14247,-0.011296,-0.186188,0,0
74724,6.998267,-1.886175,0.074217,1.337631,0.152916,-0.123366,-0.162529,0,0,0,48,6.960226,1.04234,12.80646,8.14247,-0.014775,-0.138141,0,0
74744,6.998108,-2.817473,0.276456,1.343,0.304834,-0.075693,-0.138062,0,0,0,48,6.957289,1.04234,12.81977,8.14247,-0.11457,-0.190264,0,0
74766,6.95437,-4.741137,0.256476,1.349136,0.184472,0.016105,-0.091454,0,0,0,48,6.954042,1.04234,12.82141,8.14247,-0.100289,-0.084183,0,0
74786,6.835419,-3.6419,0.361427,1.356039,0.226916,0.121091,-0.026163,0,0,0,48,6.951067,1.04234,12.81112,8.14247,-0.174004,-0.052913,0,0
74804,6.780718,-4.160984,0.218984,1.360641,0.045458,0.21447,0.045842,0,0,0,48,6.948365,1.04234,12.79958,8.14247,-0.129964,0.084506,0,0
74827,6.702161,-2.313656,0.219254,1.366777,0.07067,0.272713,0.132787,0,0,0,48,6.945022,1.04234,12.7915,8.14247,-0.171692,0.101021,0,0
74849,6.688667,-0.038847,0.08893,1.369845,0.097717,0.262711,0.188129,0,0,0,48,6.941633,1.04234,12.78518,8.14247,-0.180214,0.082497,0,0
74870,6.753679,-0.145717,0.06644,1.372146,0.149596,0.242126,0.212735,0,0,0,48,6.938514,1.04234,12.77171,8.1385,-0.195861,0.046265,0,0
74890,6.81242,-1.412892,0.065683,1.37368,0.141488,0.228761,0.21769,0,0,0,48,6.935362,1.04234,12.75216,8.1385,-0.185125,0.043637,0,0
74912,6.845895,-2.145717,0.086214,1.375981,0.162016,0.237659,0.221703,0,0,0,48,6.931861,1.04234,12.74747,8.1385,-0.199838,0.037822,0,0
74932,6.831786,-2.817473,0.039877,1.377515,0.077532,0.234921,0.225071,0,0,0,48,6.928649,1.04234,12.7573,8.1385,-0.156226,0.078694,0,0
74954,6.766872,-1.229686,0.0101,1.379049,0.079537,0.231544,0.230244,0,0,0,48,6.925086,1.04234,12.76924,8.1385,-0.15554,0.076003,0,0
74974,6.767767,-1.306022,0.000352,1.379049,0.058508,0.243889,0.23526,0,0,0,48,6.921823,1.04234,12.77256,8.1385,-0.151198,0.09269,0,0
74993,6.744559,-1.74877,-0.124285,1.377515,-0.109383,0.240229,0.237708,0,0,0,48,6.91887,1.04234,12.77188,8.1385,-0.065423,0.174806,0,0
75014,6.722417,-1.580831,-0.078961,1.375981,-0.144823,0.257829,0.242483,0,0,0,48,6.915576,1.04234,12.7705,8.1385,-0.056503,0.201326,0,0
75034,6.688261,-1.626633,-0.095928,1.374447,-0.247723,0.254784,0.245545,0,0,0,48,6.912274,1.04234,12.76808,8.1385,-0.00353,0.251254,0,0
75056,6.603253,-0.634267,-0.067024,1.372146,-0.336362,0.240294,0.245711,0,0,0,48,6.908639,1.04234,12.77176,8.1385,0.048034,0.288328,0,0
75076,6.544253,1.350466,-0.258041,1.367544,-0.495706,0.243752,0.245505,0,0,0,48,6.905337,1.04234,12.77231,8.1385,0.125977,0.369729,0,0
75098,6.531544,1.823749,-0.232992,1.362175,-0.560373,0.213627,0.237976,0,0,0,48,6.901716,1.04234,12.77874,8.1385,0.173373,0.387,0,0
75119,6.546165,2.800848,-0.44533,1.354505,-0.719759,0.17121,0.221208,0,0,0,48,6.898445,1.04234,12.79084,8.1385,0.274274,0.445484,0,0
75140,6.567462,3.86955,-0.315058,1.348369,-0.611259,0.078579,0.182317,0,0,0,48,6.895203,1.04234,12.8045,8.1385,0.26634,0.344919,0,0
75160,6.571267,6.709245,-0.328324,1.340699,-0.494408,-0.018511,0.121257,0,0,0,48,6.891995,1.04234,12.81258,8.1385,0.25646,0.237948,0,0
75182,6.669111,7.594741,-0.496425,1.329961,-0.472987,-0.169858,0.026094,0,0,0,48,6.888517,1.04234,12.81906,8.1385,0.321423,0.151565,0,0
75202,6.799983,8.663444,-0.56006,1.319991,-0.28399,-0.305422,-0.081989,0,0,0,48,6.88541,1.04234,12.83275,8.1385,0.294706,-0.010716,0,0
75222,7.025394,4.25123,-0.433644,1.311554,-0.164508,-0.340528,-0.178775,0,0,0,48,6.882363,1.04234,12.84155,8.1385,0.252518,-0.08801,0,0
75245,7.192937,-5.092282,-0.100471,1.309253,-0.245833,-0.288391,-0.239615,0,0,0,48,6.879087,1.04234,12.83692,8.1385,0.267112,-0.021279,0,0
75265,7.015711,-4.420526,0.166086,1.312321,-0.158465,-0.246551,-0.246629,0,0,0,48,6.876167,1.04234,12.83598,8.1385,0.202508,-0.044043,0,0
75287,6.826891,0.022222,0.004107,1.312321,-0.164755,-0.234569,-0.245029,0,0,0,48,6.872999,1.04234,12.85013,8.1385,0.199662,-0.034907,0,0
75307,6.830332,-0.771671,0.000143,1.312321,-0.183303,-0.240331,-0.243463,0,0,0,48,6.870154,1.04234,12.84895,8.1385,0.211817,-0.028514,0,0
75329,6.825781,-0.664801,-0.028448,1.311554,-0.186954,-0.231051,-0.240901,0,0,0,48,6.867337,1.04234,12.82888,8.1385,0.209003,-0.022049,0,0
75351,6.816754,-0.985412,0.066689,1.312321,-0.127583,-0.24603,-0.244277,0,0,0,48,6.864264,1.04234,12.81671,8.1385,0.186807,-0.059224,0,0
75371,6.768608,-0.160984,0.002331,1.312321,-0.157085,-0.25164,-0.248054,0,0,0,48,6.861488,1.04234,12.82229,8.1385,0.204362,-0.047277,0,0
75393,6.763216,0.190161,5.8e-05,1.312321,-0.121917,-0.24433,-0.248683,0,0,0,48,6.858451,1.04234,12.82463,8.1385,0.183123,-0.061207,0,0
75411,6.779547,-0.374725,3.42157e-06,1.312321,-0.123223,-0.241992,-0.246346,0,0,0,48,6.856251,1.04234,12.81903,8.1385,0.182607,-0.059385,0,0
75433,6.785424,0.449703,0.162521,1.313855,0.080424,-0.258558,-0.249476,0,0,0,48,6.853235,1.04234,12.80827,8.1385,0.089067,-0.169491,0,0
75453,6.810792,-0.817473,0.224875,1.315389,0.105951,-0.273481,-0.254628,0,0,0,48,6.8505,1.04234,12.80724,8.1385,0.083765,-0.189716,0,0
75475,6.783187,0.235963,0.03745,1.316156,0.049665,-0.28272,-0.263867,0,0,0,48,6.847494,1.04234,12.81384,8.1385,0.116527,-0.166192,0,0
75495,6.785452,-0.680068,0.120404,1.318457,0.093644,-0.288025,-0.272225,0,0,0,48,6.845031,1.04234,12.81589,8.1385,0.09719,-0.190834,0,0
75517,6.780461,0.480237,0.088205,1.319991,0.180095,-0.295981,-0.282014,0,0,0,48,6.842017,1.04234,12.81205,8.1385,0.057943,-0.238038,0,0
75537,6.813077,-0.466328,0.120426,1.321525,0.2216,-0.293805,-0.284723,0,0,0,48,6.839269,1.04234,12.81114,8.1385,0.036102,-0.257702,0,0
75560,6.847016,-1.275488,0.123936,1.323825,0.268558,-0.289729,-0.290418,0,0,0,48,6.836236,1.04234,12.81478,8.1385,0.010585,-0.279143,0,0
75581,6.84859,-2.512129,0.067862,1.326126,0.202252,-0.29581,-0.291614,0,0,0,48,6.833468,1.04234,12.81205,8.1385,0.046779,-0.249031,0,0
75601,6.775746,-1.015946,0.072521,1.329194,0.260426,-0.281939,-0.290567,0,0,0,48,6.830686,1.04234,12.80163,8.1385,0.010756,-0.271183,0,0
75623,6.760502,-0.634267,0.165411,1.332262,0.375645,-0.276216,-0.286066,0,0,0,48,6.827606,1.04234,12.7878,8.1385,-0.049715,-0.325931,0,0
75644,6.759579,-0.588465,0.020416,1.333029,0.306579,-0.257581,-0.276591,0,0,0,48,6.824788,1.04234,12.78059,8.1385,-0.024499,-0.28208,0,0
75665,6.80022,-1.214419,0.134301,1.33533,0.429635,-0.241965,-0.264639,0,0,0,48,6.821669,1.04234,12.77319,8.1385,-0.093835,-0.3358,0,0
75685,6.799034,-2.069381,0.128266,1.337631,0.405228,-0.243789,-0.254859,0,0,0,48,6.818815,1.04234,12.76353,8.1385,-0.08072,-0.324508,0,0
75707,6.753993,-3.061748,0.059605,1.339932,0.271633,-0.207531,-0.239976,0,0,0,48,6.815654,1.04234,12.75189,8.1385,-0.032051,-0.239582,0,0
75727,6.689016,-2.084648,0.043481,1.342233,0.255883,-0.161538,-0.2178,0,0,0,48,6.812761,1.04234,12.74086,8.1385,-0.047172,-0.208711,0,0
75749,6.67415,-0.634267,0.02023,1.343,0.308974,-0.151511,-0.192505,0,0,0,48,6.809556,1.04234,12.73725,8.1385,-0.078732,-0.230242,0,0
75769,6.676469,-1.183885,0.000711,1.343,0.256898,-0.158372,-0.180435,0,0,0,48,6.806624,1.04234,12.73769,8.1385,-0.049263,-0.207635,0,0
75791,6.662021,-0.83274,1.8e-05,1.343,0.25128,-0.193473,-0.180727,0,0,0,48,6.803385,1.04234,12.73214,8.1385,-0.028903,-0.222377,0,0
75811,6.652799,-1.04648,6.185679e-07,1.343,0.211061,-0.188029,-0.18139,0,0,0,48,6.800428,1.04234,12.72317,8.1385,-0.011516,-0.199545,0,0
75833,6.613387,-0.924343,-0.062238,1.342233,0.103477,-0.17849,-0.181012,0,0,0,48,6.797165,1.04234,12.72777,8.1385,0.037507,-0.140984,0,0
75853,6.578953,-0.909076,-0.136433,1.340699,-0.023336,-0.171459,-0.178256,0,0,0,48,6.794193,1.04234,12.73941,8.1385,0.097397,-0.074062,0,0
75873,6.585093,-1.489228,-0.192553,1.339165,-0.134972,-0.180794,-0.17843,0,0,0,48,6.791217,1.04234,12.74738,8.1385,0.157883,-0.022911,0,0
75895,6.536886,-0.527396,-0.081145,1.337631,-0.113106,-0.191896,-0.182203,0,0,0,48,6.787945,1.04234,12.74944,8.1385,0.152501,-0.039395,0,0
75915,6.530531,-0.084648,-0.174719,1.334563,-0.212373,-0.215245,-0.19395,0,0,0,48,6.784976,1.04234,12.75808,8.1385,0.213809,-0.001436,0,0
75937,6.51465,0.968787,-0.123481,1.331495,-0.192025,-0.250683,-0.212288,0,0,0,48,6.781721,1.04234,12.78071,8.1385,0.221354,-0.029329,0,0
75957,6.52028,0.800848,-0.255812,1.326893,-0.347695,-0.261118,-0.22883,0,0,0,48,6.778775,1.04234,12.80254,8.1385,0.304406,0.043289,0,0
75978,6.5345,0.434436,-0.287102,1.322291,-0.440616,-0.253108,-0.240362,0,0,0,48,6.775848,1.04234,12.82422,8.1385,0.346862,0.093754,0,0
75998,6.54451,0.419169,-0.202918,1.319224,-0.429568,-0.230747,-0.241208,0,0,0,48,6.772944,1.04234,12.83568,8.1385,0.330158,0.09941,0,0
76020,6.524065,0.907718,-0.288797,1.314622,-0.547524,-0.208627,-0.234354,0,0,0,48,6.769779,1.04234,12.84963,8.1385,0.378075,0.169448,0,0
76040,6.535055,0.831382,-0.225886,1.310787,-0.558968,-0.194725,-0.219231,0,0,0,48,6.76693,1.04234,12.86399,8.1385,0.376847,0.182122,0,0
76060,6.528944,2.3581,-0.338782,1.305418,-0.605586,-0.166381,-0.201879,0,0,0,48,6.764112,1.04234,12.87452,8.1385,0.385984,0.219603,0,0
76083,6.592367,3.289398,-0.339863,1.298515,-0.526698,-0.130092,-0.176583,0,0,0,48,6.761053,1.04234,12.88017,8.1385,0.328395,0.198303,0,0
76102,6.668594,1.625275,-0.246389,1.293146,-0.508653,-0.104665,-0.151767,0,0,0,48,6.758588,1.04234,12.88602,8.1385,0.306659,0.201994,0,0
76124,6.735864,0.419169,-0.256468,1.28701,-0.538519,-0.081874,-0.125311,0,0,0,48,6.755624,1.04234,12.89499,8.1385,0.310196,0.228322,0,0
76145,6.734594,-1.244954,-0.1516,1.283175,-0.589951,-0.078703,-0.107483,0,0,0,48,6.752979,1.04234,12.90171,8.1385,0.334327,0.255624,0,0
76165,6.688082,-0.115183,-0.225326,1.27934,-0.646329,-0.08132,-0.098498,0,0,0,48,6.750376,1.04234,12.89726,8.1385,0.363825,0.282505,0,0
76186,6.659973,0.861917,-0.263069,1.274738,-0.669137,-0.079187,-0.09209,0,0,0,48,6.747818,1.04234,12.88889,8.1385,0.374162,0.294975,0,0
76208,6.671192,1.930619,-0.247923,1.269369,-0.604975,-0.079509,-0.086306,0,0,0,48,6.745054,1.04234,12.88755,8.1385,0.342242,0.262733,0,0
76228,6.711914,3.136726,-0.373886,1.261699,-0.590162,-0.07831,-0.084496,0,0,0,48,6.742588,1.04234,12.89192,8.1385,0.334236,0.255926,0,0
76249,6.776227,3.182528,-0.395488,1.254029,-0.51957,-0.100025,-0.0885,0,0,0,48,6.740175,1.04234,12.89507,8.1385,0.309797,0.209772,0,0
76271,6.834097,4.816115,-0.332585,1.245593,-0.276984,-0.117142,-0.094015,0,0,0,48,6.737584,1.04234,12.88532,8.1385,0.197063,0.079921,0,0
76292,6.95151,4.235962,-0.458338,1.235622,-0.212673,-0.082918,-0.090935,0,0,0,48,6.735295,1.04234,12.86917,8.1385,0.147796,0.064878,0,0
76311,7.069068,2.984054,-0.383454,1.227952,-0.035412,-0.018728,-0.074989,0,0,0,48,6.733292,1.04234,12.85489,8.1385,0.02707,0.008342,0,0
76331,7.219343,-2.13045,-0.205519,1.222583,0.027483,0.023632,-0.044232,0,0,0,48,6.731133,1.04234,12.84033,8.1385,-0.025558,-0.001925,0,0
76354,7.191623,-5.931976,-0.044463,1.220282,-0.039666,0.057021,-0.005347,0,0,0,48,6.728836,1.04234,12.81667,8.1385,-0.008678,0.048344,0,0
76374,7.066308,-6.283122,-0.094805,1.219515,-0.187008,0.02106,0.012432,0,0,0,48,6.726807,1.04234,12.79663,8.1385,0.082974,0.104034,0,0
76396,6.892573,-4.069381,-0.122897,1.218748,-0.241472,0.026354,0.016505,0,0,0,48,6.724825,1.04234,12.7868,8.1385,0.107559,0.133913,0,0
76417,6.766023,-1.077015,-0.33974,1.214146,-0.363642,0.065082,0.027141,0,0,0,48,6.722886,1.04234,12.78405,8.1385,0.14928,0.214362,0,0
76436,6.716448,2.14436,-0.360868,1.208777,-0.253611,0.091224,0.045344,0,0,0,48,6.721175,1.04234,12.79432,8.1385,0.081193,0.172417,0,0
76456,6.791577,2.984054,-0.449758,1.199573,-0.196018,0.115769,0.069279,0,0,0,48,6.719318,1.04234,12.81212,8.1385,0.040124,0.155894,0,0
76474,6.873722,2.938252,-0.458117,1.191136,-0.118572,0.11324,0.086902,0,0,0,48,6.717693,1.04234,12.82332,8.1385,0.002666,0.115906,0,0
76497,6.969677,0.602375,-0.376762,1.181165,-0.092775,0.092598,0.093131,0,0,0,48,6.715774,1.04234,12.82551,8.1385,8.8e-05,0.092687,0,0
76517,7.024678,0.037489,-0.450681,1.171961,-0.106399,0.050805,0.081261,0,0,0,48,6.714099,1.04234,12.82206,8.1385,0.027797,0.078602,0,0
76537,7.064112,-0.206786,-0.394564,1.163525,-0.022215,-0.012881,0.054827,0,0,0,48,6.712495,1.04234,12.81936,8.1385,0.017548,0.004667,0,0
76557,7.119943,-2.557931,-0.492688,1.154321,-0.159503,-0.053513,0.022133,0,0,0,48,6.710963,1.04234,12.82558,8.1385,0.106508,0.052995,0,0
76575,7.1472,-4.374724,-0.338999,1.148185,-0.133837,-0.089264,-0.013007,0,0,0,48,6.709648,1.04234,12.83136,8.1385,0.11155,0.022286,0,0
