t,angle,gyro,speed,dist,LQR_u,yawout,yaw,joyx,joyy,joyy_f,height,angle_zp,dist_zp,leg_add,bat,motor1_t,motor2_t,unctrl,jump
69697,7.761792,6.235962,-0.648766,1.422767,-0.32312,0.217986,0.007221,0,0,0,48,7.74188,1.04234,12.48368,8.15041,0.052567,0.270553,0,0
69717,7.946253,2.938252,-0.562847,1.410496,-0.239416,0.30288,0.108603,0,0,0,48,7.737776,1.04234,12.46782,8.15041,-0.031732,0.271148,0,0
69739,8.025476,-1.336557,-0.303168,1.401292,-0.193089,0.372451,0.209319,0,0,0,48,7.733351,1.04234,12.43924,8.15041,-0.089681,0.28277,0,0
69762,7.921966,-3.412892,-0.305906,1.393622,-0.413626,0.384511,0.283669,0,0,0,48,7.729026,1.04234,12.37637,8.15041,0.014557,0.399069,0,0
69781,7.728208,-0.817473,-0.298786,1.388253,-0.467498,0.371813,0.315551,0,0,0,48,7.725556,1.04234,12.31735,8.15041,0.047842,0.419656,0,0
69802,7.600249,1.961153,-0.421441,1.379816,-0.549904,0.360529,0.336633,0,0,0,48,7.721395,1.04234,12.28251,8.15041,0.094688,0.455216,0,0
69822,7.525677,5.014588,-0.608595,1.369078,-0.612034,0.298185,0.335358,0,0,0,48,7.717691,1.04234,12.28872,8.15041,0.156925,0.45511,0,0
69844,7.527128,5.884818,-0.490138,1.35834,-0.495263,0.195052,0.295737,0,0,0,48,7.713709,1.04234,12.30427,8.15041,0.150105,0.345157,0,0
69864,7.539187,6.663444,-0.520421,1.347602,-0.459883,0.031886,0.219288,0,0,0,48,7.710178,1.04234,12.29667,8.15041,0.213999,0.245884,0,0
69884,7.608458,6.403902,-0.4254,1.339165,-0.31084,-0.072381,0.124182,0,0,0,48,7.706734,1.04234,12.27881,8.15041,0.19161,0.119229,0,0
69905,7.693929,4.006955,-0.199846,1.333796,-0.159054,-0.139821,0.027429,0,0,0,48,7.703379,1.04234,12.27695,8.15041,0.149437,0.009616,0,0
69926,7.760051,0.755046,-0.00436,1.332262,-0.075993,-0.161138,-0.047629,0,0,0,48,7.700108,1.04234,12.29333,8.15041,0.118566,-0.042573,0,0
69945,7.72558,0.098558,0.106601,1.333796,0.001493,-0.104505,-0.077103,0,0,0,48,7.697224,1.04234,12.31138,8.15041,0.051506,-0.052999,0,0
69967,7.639242,0.495504,0.140507,1.337631,0.060412,-0.064096,-0.076388,0,0,0,48,7.693755,1.04234,12.32124,8.15041,0.001842,-0.062254,0,0
69987,7.634294,2.205428,0.163784,1.341466,0.273993,-0.008759,-0.058914,0,0,0,48,7.690638,1.04234,12.32769,8.15041,-0.132617,-0.141376,0,0
70009,7.733318,-0.435793,0.352136,1.348369,0.485688,0.031681,-0.028855,0,0,0,48,7.687233,1.04234,12.33646,8.15041,-0.258685,-0.227003,0,0
70029,7.80329,-3.565564,0.56371,1.35834,0.650207,0.093645,0.00807,0,0,0,48,7.684142,1.04234,12.33323,8.15041,-0.371926,-0.278281,0,0
70051,7.815198,-8.481595,0.83141,1.374447,0.686014,0.263826,0.082373,0,0,0,48,7.680724,1.04234,12.30892,8.15041,-0.47492,-0.211094,0,0
70071,7.79134,-14.5732,0.975128,1.392855,0.465678,0.340568,0.170718,0,0,0,48,7.677573,1.04234,12.27764,8.15041,-0.403123,-0.062555,0,0
70093,7.538716,-12.37472,1.044566,1.415864,0.421756,0.238596,0.227525,0,0,0,48,7.674027,1.04234,12.26344,8.15041,-0.330176,-0.09158,0,0
70113,7.291811,-6.603732,0.790322,1.431971,0.338774,0.00178,0.179411,0,0,0,48,7.670707,1.04234,12.26913,8.15041,-0.170277,-0.168497,0,0
70135,7.203156,0.205428,0.361758,1.441942,0.356847,-0.180407,0.057683,0,0,0,48,7.667272,1.04234,12.27167,8.15041,-0.08822,-0.268627,0,0
70157,7.345665,0.419169,0.20796,1.447311,0.420322,-0.237586,-0.056901,0,0,0,48,7.663374,1.04234,12.27726,8.15041,-0.091368,-0.328954,0,0
70177,7.495815,-2.710602,0.237146,1.451913,0.425538,-0.268661,-0.133167,0,0,0,48,7.659736,1.04234,12.31257,8.15041,-0.078438,-0.3471,0,0
70199,7.583977,-7.85564,0.321735,1.458816,0.267622,-0.324343,-0.199841,0,0,0,48,7.655636,1.04234,12.37099,8.15041,0.02836,-0.295983,0,0
70220,7.451912,-8.435793,0.348554,1.466486,0.078599,-0.386166,-0.264107,0,0,0,48,7.651825,1.04234,12.39477,8.15041,0.153783,-0.232382,0,0
70240,7.213289,-6.145717,0.188822,1.472622,-0.228879,-0.443391,-0.32866,0,0,0,48,7.647933,1.04234,12.38835,8.15041,0.336135,-0.107256,0,0
70260,7.023808,2.083291,-0.223074,1.471855,-0.321244,-0.390894,-0.363492,0,0,0,48,7.643965,1.04234,12.38917,8.15041,0.356069,-0.034825,0,0
70282,7.144502,2.663444,-0.283171,1.466486,-0.316664,-0.32743,-0.360486,0,0,0,48,7.639534,1.04234,12.44298,8.15041,0.322047,-0.005383,0,0
70300,7.256533,1.854283,-0.533883,1.458816,-0.514194,-0.272494,-0.336695,0,0,0,48,7.635875,1.04234,12.4942,8.15041,0.393344,0.12085,0,0
70322,7.26728,2.419168,-0.422439,1.451146,-0.500978,-0.137642,-0.276958,0,0,0,48,7.631791,1.04234,12.52396,8.15041,0.31931,0.181668,0,0
70344,7.277356,4.739779,-0.516585,1.440408,-0.515975,0.029851,-0.182136,0,0,0,48,7.627301,1.04234,12.49354,8.15041,0.243062,0.272913,0,0
70364,7.377267,6.220695,-0.622136,1.427369,-0.463506,0.207478,-0.060081,0,0,0,48,7.623241,1.04234,12.4766,8.15041,0.128014,0.335492,0,0
70386,7.559969,4.495504,-0.703282,1.411263,-0.481827,0.370972,0.091809,0,0,0,48,7.618825,1.04234,12.50282,8.15041,0.055427,0.426399,0,0
70406,7.615131,4.449703,-0.699938,1.397457,-0.448177,0.427347,0.217803,0,0,0,48,7.614873,1.04234,12.52004,8.15041,0.010415,0.437762,0,0
70424,7.621355,4.541306,-0.655514,1.385185,-0.418046,0.428725,0.296128,0,0,0,48,7.61138,1.04234,12.49138,8.15041,-0.00534,0.423386,0,0
70446,7.599148,3.945886,-0.649948,1.371379,-0.494193,0.344157,0.331254,0,0,0,48,7.607204,1.04234,12.41353,8.15041,0.075018,0.419175,0,0
70468,7.582875,2.999321,-0.530786,1.359107,-0.510425,0.185484,0.298382,0,0,0,48,7.603139,1.04234,12.36667,8.15041,0.162471,0.347954,0,0
70488,7.504947,3.045123,-0.526984,1.349136,-0.6094,0.051568,0.222482,0,0,0,48,7.599544,1.04234,12.3707,8.15041,0.278916,0.330484,0,0
70509,7.406844,6.022222,-0.547837,1.339165,-0.570258,-0.049551,0.128691,0,0,0,48,7.596049,1.04234,12.39045,8.15041,0.309904,0.260353,0,0
70529,7.368599,9.54894,-0.495918,1.329194,-0.356542,-0.168717,0.033952,0,0,0,48,7.592652,1.04234,12.39769,8.15041,0.26263,0.093912,0,0
70551,7.503984,10.81612,-0.595199,1.316156,-0.152076,-0.299361,-0.082035,0,0,0,48,7.589028,1.04234,12.39986,8.15041,0.225718,-0.073642,0,0
70571,7.80023,5.27413,-0.365832,1.307719,0.076803,-0.326924,-0.17372,0,0,0,48,7.58584,1.04234,12.40831,8.15041,0.125061,-0.201863,0,0
70593,7.974527,-4.771671,0.084382,1.307719,0.089511,-0.264438,-0.225432,0,0,0,48,7.582442,1.04234,12.42412,8.15041,0.087463,-0.176975,0,0
70614,7.769955,-4.618999,0.335211,1.314622,0.169823,-0.252596,-0.236186,0,0,0,48,7.579436,1.04234,12.44524,8.15041,0.041386,-0.211209,0,0
70634,7.547239,-0.008312,0.220329,1.319991,0.234719,-0.272098,-0.24836,0,0,0,48,7.57648,1.04234,12.46969,8.15041,0.01869,-0.253409,0,0
70656,7.471333,2.816115,0.215989,1.324592,0.432358,-0.284697,-0.261569,0,0,0,48,7.573557,1.04234,12.48526,8.15041,-0.073831,-0.358527,0,0
70676,7.559661,2.312298,0.220652,1.328427,0.614784,-0.263894,-0.267637,0,0,0,48,7.570652,1.04234,12.49146,8.15041,-0.175445,-0.439339,0,0
70698,7.701115,-2.817473,0.464356,1.336864,0.765199,-0.204248,-0.254403,0,0,0,48,7.567463,1.04234,12.4972,8.15041,-0.280476,-0.484723,0,0
70717,7.739534,-9.138083,0.792992,1.349903,0.764217,-0.053019,-0.206991,0,0,0,48,7.564845,1.04234,12.49837,8.15041,-0.355599,-0.408618,0,0
70739,7.628416,-16.34419,1.051624,1.371379,0.461981,0.250932,-0.069146,0,0,0,48,7.561605,1.04234,12.47222,8.15041,-0.356457,-0.105524,0,0
70760,7.322945,-14.4816,1.142249,1.395156,0.315483,0.398256,0.103215,0,0,0,48,7.558588,1.04234,12.44208,8.15041,-0.356869,0.041386,0,0
70781,7.029303,-7.977778,0.809432,1.41433,0.126422,0.295762,0.202859,0,0,0,48,7.55547,1.04234,12.43678,8.15041,-0.211092,0.08467,0,0
70801,6.869195,2.281764,0.381309,1.424301,0.236182,0.067069,0.187296,0,0,0,48,7.552242,1.04234,12.4551,8.15041,-0.151626,-0.084557,0,0
70822,7.05408,5.594741,0.132313,1.427369,0.455537,-0.068203,0.103322,0,0,0,48,7.548904,1.04234,12.46407,8.15041,-0.193667,-0.26187,0,0
70844,7.437192,-0.970144,0.166991,1.42967,0.51551,-0.072709,0.03164,0,0,0,48,7.545126,1.04234,12.45674,8.15041,-0.2214,-0.29411,0,0
70864,7.624841,-6.496862,0.279091,1.435039,0.503768,-0.102196,-0.014336,0,0,0,48,7.541608,1.04234,12.47444,8.15041,-0.200786,-0.302982,0,0
70884,7.626029,-10.42053,0.488482,1.444243,0.4435,-0.160906,-0.060221,0,0,0,48,7.538013,1.04234,12.51282,8.15041,-0.141297,-0.302203,0,0
70906,7.370039,-9.611365,0.53003,1.454214,0.225984,-0.265657,-0.130163,0,0,0,48,7.53397,1.04234,12.53679,8.15041,0.019836,-0.24582,0,0
70926,7.135561,-4.038846,0.173498,1.458049,-0.007014,-0.344091,-0.203712,0,0,0,48,7.530211,1.04234,12.54148,8.15041,0.175553,-0.168539,0,0
70948,7.041217,0.770314,-0.072242,1.456515,-0.095341,-0.301239,-0.25857,0,0,0,48,7.525996,1.04234,12.56449,8.15041,0.19829,-0.102949,0,0
70969,7.097099,1.793214,-0.341147,1.449612,-0.278513,-0.168022,-0.245658,0,0,0,48,7.522106,1.04234,12.61741,8.15041,0.223268,0.055245,0,0
70989,7.119224,2.052756,-0.47921,1.441175,-0.453474,-0.027709,-0.185955,0,0,0,48,7.518185,1.04234,12.67113,8.15041,0.240591,0.212883,0,0
71010,7.149798,3.76268,-0.539089,1.430437,-0.477058,0.16224,-0.078449,0,0,0,48,7.514255,1.04234,12.68751,8.15041,0.157409,0.319649,0,0
71032,7.20168,3.884818,-0.63721,1.416631,-0.611597,0.331384,0.06016,0,0,0,48,7.509945,1.04234,12.66484,8.15041,0.140107,0.47149,0,0
71052,7.207154,6.373367,-0.765483,1.402059,-0.64379,0.427637,0.18878,0,0,0,48,7.506063,1.04234,12.64772,8.15041,0.108077,0.535714,0,0
71074,7.228265,9.228329,-0.943381,1.382884,-0.656812,0.462337,0.30348,0,0,0,48,7.501856,1.04234,12.63989,8.15041,0.097238,0.559575,0,0
71095,7.332748,9.671077,-0.889356,1.363709,-0.528056,0.317462,0.339368,0,0,0,48,7.498118,1.04234,12.62365,8.15041,0.105297,0.422759,0,0
71115,7.480191,6.403902,-0.776396,1.346835,-0.514034,0.094541,0.2795,0,0,0,48,7.494478,1.04234,12.58083,8.15041,0.209747,0.304288,0,0
71137,7.510725,4.663444,-0.63749,1.332262,-0.497729,-0.130546,0.147849,0,0,0,48,7.490601,1.04234,12.52862,8.15041,0.314137,0.183592,0,0
71157,7.454832,7.808481,-0.714896,1.319224,-0.399787,-0.278995,0.004896,0,0,0,48,7.487196,1.04234,12.51267,8.15041,0.339391,0.060396,0,0
71178,7.541412,7.808481,-0.684364,1.306185,-0.237946,-0.340068,-0.13007,0,0,0,48,7.483912,1.04234,12.52673,8.15041,0.289007,-0.051061,0,0
71200,7.766346,-0.054114,-0.339297,1.297748,-0.165398,-0.283963,-0.209538,0,0,0,48,7.480435,1.04234,12.53729,8.15041,0.22468,-0.059283,0,0
71220,7.783257,-5.993045,-0.017294,1.296981,-0.228112,-0.193756,-0.217652,0,0,0,48,7.477388,1.04234,12.5246,8.15041,0.210934,0.017178,0,0
71242,7.507956,-2.45106,0.024515,1.298515,-0.24063,-0.180523,-0.201975,0,0,0,48,7.474138,1.04234,12.52178,8.15041,0.210576,0.030053,0,0
71262,7.392998,0.861917,-0.022327,1.298515,-0.162027,-0.190956,-0.198363,0,0,0,48,7.471257,1.04234,12.53569,8.15041,0.176492,-0.014464,0,0
71284,7.372578,0.724512,-0.000555,1.298515,-0.146222,-0.200958,-0.201647,0,0,0,48,7.468154,1.04234,12.53904,8.15041,0.17359,-0.027368,0,0
71303,7.375848,1.426802,-2.4e-05,1.298515,-0.068883,-0.207257,-0.203061,0,0,0,48,7.465659,1.04234,12.52994,8.15041,0.13807,-0.069187,0,0
71325,7.404535,0.724512,0.144054,1.301583,0.085031,-0.220374,-0.20885,0,0,0,48,7.462649,1.04234,12.52913,8.15041,0.067672,-0.152703,0,0
71345,7.420331,1.06039,0.235973,1.304651,0.25557,-0.259084,-0.2213,0,0,0,48,7.45994,1.04234,12.54491,8.15041,0.001757,-0.257327,0,0
71367,7.426595,0.220695,0.236932,1.309253,0.309461,-0.292933,-0.243546,0,0,0,48,7.456977,1.04234,12.55512,8.15041,-0.008264,-0.301197,0,0
71387,7.419369,1.014588,0.212339,1.314622,0.431979,-0.334696,-0.270652,0,0,0,48,7.454288,1.04234,12.55133,8.15041,-0.048641,-0.383337,0,0
71407,7.45591,-1.367091,0.459959,1.323058,0.615872,-0.36226,-0.300659,0,0,0,48,7.451589,1.04234,12.55042,8.15041,-0.126806,-0.489066,0,0
71429,7.463488,-2.72587,0.536537,1.333029,0.712113,-0.317301,-0.319212,0,0,0,48,7.448596,1.04234,12.55042,8.15041,-0.197406,-0.514707,0,0
71449,7.481226,-7.458694,0.636879,1.345301,0.611092,-0.162025,-0.289127,0,0,0,48,7.445837,1.04234,12.54244,8.15041,-0.224533,-0.386559,0,0
71471,7.394401,-12.64953,0.868364,1.364476,0.425386,0.185041,-0.150915,0,0,0,48,7.442742,1.04234,12.50564,8.15041,-0.305213,-0.120172,0,0
71490,7.201213,-13.21442,1.053718,1.384418,0.315307,0.405094,0.028222,0,0,0,48,7.440136,1.04234,12.47188,8.15041,-0.3602,0.044894,0,0
71511,6.958921,-7.870908,0.752075,1.402059,0.129486,0.395791,0.185026,0,0,0,48,7.437142,1.04234,12.45429,8.15041,-0.262639,0.133153,0,0
71531,6.8153,-1.183885,0.534536,1.41433,0.185755,0.243983,0.234134,0,0,0,48,7.434037,1.04234,12.45339,8.15041,-0.214869,0.029114,0,0
71553,6.90491,3.671077,0.164201,1.419699,0.294841,0.065675,0.190176,0,0,0,48,7.430493,1.04234,12.44033,8.15041,-0.180258,-0.114583,0,0
71573,7.162493,1.564207,0.07324,1.421233,0.383345,-0.00018,0.123711,0,0,0,48,7.427167,1.04234,12.42632,8.15041,-0.191583,-0.191763,0,0
71595,7.410102,-3.107549,0.28564,1.425068,0.541319,-0.012381,0.069983,0,0,0,48,7.423412,1.04234,12.43451,8.15041,-0.264469,-0.27685,0,0
71616,7.445244,-6.603732,0.224442,1.42967,0.350156,-0.045607,0.030651,0,0,0,48,7.419917,1.04234,12.46694,8.15041,-0.152275,-0.197882,0,0
71637,7.3103,-6.160984,0.205822,1.435039,0.217469,-0.092222,-0.011079,0,0,0,48,7.41635,1.04234,12.49232,8.15041,-0.062624,-0.154846,0,0
71657,7.175373,-2.389992,0.027119,1.436573,0.145818,-0.107939,-0.051834,0,0,0,48,7.412717,1.04234,12.49526,8.15041,-0.01894,-0.126878,0,0
71679,7.177776,-2.038847,-0.090244,1.434272,0.022821,-0.023835,-0.058112,0,0,0,48,7.408658,1.04234,12.49713,8.15041,0.000507,-0.023328,0,0
71697,7.197646,-2.756404,-0.150737,1.430437,-0.119658,0.047591,-0.031267,0,0,0,48,7.405301,1.04234,12.52564,8.15041,0.036034,0.083624,0,0
71720,7.136701,-2.848007,-0.295773,1.424301,-0.413061,0.139559,0.029557,0,0,0,48,7.40117,1.04234,12.57882,8.15041,0.136751,0.27631,0,0
71742,7.023202,0.037489,-0.386986,1.416631,-0.566446,0.261448,0.100148,0,0,0,48,7.397403,1.04234,12.59912,8.15041,0.152499,0.413947,0,0
71761,6.921926,3.793214,-0.648652,1.40436,-0.778602,0.369578,0.182019,0,0,0,48,7.393643,1.04234,12.58869,8.15041,0.204512,0.57409,0,0
71783,6.861238,9.930619,-0.864375,1.386719,-0.778341,0.455331,0.283039,0,0,0,48,7.389541,1.04234,12.59591,8.15041,0.161505,0.616836,0,0
71804,6.989618,13.36573,-1.0251,1.365243,-0.642534,0.381587,0.344867,0,0,0,48,7.385873,1.04234,12.63401,8.15041,0.130474,0.51206,0,0
71824,7.225347,11.62528,-1.098475,1.343,-0.600792,0.128862,0.302829,0,0,0,48,7.382288,1.04234,12.66089,8.15041,0.235965,0.364827,0,0
71845,7.346241,10.64818,-1.010405,1.323058,-0.478178,-0.186701,0.157037,0,0,0,48,7.378818,1.04234,12.63817,8.15041,0.332439,0.145738,0,0
71867,7.530717,10.00696,-0.918826,1.303884,-0.203794,-0.370658,-0.034859,0,0,0,48,7.375142,1.04234,12.58895,8.15041,0.287226,-0.083432,0,0
71888,7.842577,0.174894,-0.440119,1.292379,-0.054841,-0.305563,-0.160909,0,0,0,48,7.371942,1.04234,12.56929,8.15041,0.180202,-0.125361,0,0
71908,7.906332,-10.55793,-0.042873,1.290078,-0.309163,-0.18018,-0.187587,0,0,0,48,7.368869,1.04234,12.59362,8.15041,0.244672,0.064491,0,0
71926,7.55518,-7.580832,0.027673,1.291612,-0.441851,-0.122527,-0.17146,0,0,0,48,7.366195,1.04234,12.64142,8.15041,0.282189,0.159662,0,0
71948,7.191912,-0.420526,-0.087307,1.290845,-0.489035,-0.123735,-0.151905,0,0,0,48,7.36302,1.04234,12.67931,8.15041,0.306385,0.18265,0,0
71970,7.074545,3.426802,-0.228277,1.285476,-0.531168,-0.099478,-0.139251,0,0,0,48,7.359934,1.04234,12.66738,8.15041,0.315323,0.215845,0,0
71990,7.125925,5.716878,-0.291909,1.278573,-0.415413,-0.048416,-0.114449,0,0,0,48,7.357201,1.04234,12.65307,8.15041,0.231914,0.183499,0,0
72012,7.319024,2.922986,-0.219549,1.27167,-0.333745,0.005307,-0.076603,0,0,0,48,7.354273,1.04234,12.68489,8.15041,0.164219,0.169526,0,0
72030,7.4066,-0.817473,-0.059158,1.269369,-0.34334,-0.00849,-0.053148,0,0,0,48,7.351939,1.04234,12.72667,8.15041,0.175915,0.167425,0,0
72051,7.361997,-2.496862,0.076759,1.270136,-0.379966,-0.046968,-0.043382,0,0,0,48,7.349402,1.04234,12.75083,8.15041,0.213467,0.166499,0,0
72071,7.258477,-0.115183,0.047181,1.270903,-0.348112,-0.08989,-0.054549,0,0,0,48,7.346912,1.04234,12.73085,8.15041,0.219001,0.129111,0,0
72093,7.279887,0.480237,0.00117,1.270903,-0.293698,-0.08542,-0.068399,0,0,0,48,7.344216,1.04234,12.71395,8.15041,0.189559,0.104139,0,0
72113,7.303929,0.25123,0.027985,1.27167,-0.228641,-0.071335,-0.073856,0,0,0,48,7.341795,1.04234,12.73871,8.15041,0.149988,0.078653,0,0
72133,7.336761,-0.863274,0.147018,1.273971,-0.132775,-0.075357,-0.073603,0,0,0,48,7.339397,1.04234,12.77512,8.15041,0.104066,0.028709,0,0
72154,7.294864,0.25123,0.121141,1.276272,-0.073765,-0.088063,-0.080203,0,0,0,48,7.337014,1.04234,12.78498,8.15041,0.080914,-0.007149,0,0
72174,7.292816,0.678711,0.134412,1.27934,0.024495,-0.114466,-0.09256,0,0,0,48,7.334639,1.04234,12.76297,8.15041,0.044986,-0.069481,0,0
72196,7.318346,0.403901,0.149268,1.283175,0.121076,-0.160712,-0.114378,0,0,0,48,7.332025,1.04234,12.75044,8.15041,0.019818,-0.140894,0,0
72216,7.351214,0.25123,0.214476,1.28701,0.275363,-0.202505,-0.139683,0,0,0,48,7.329642,1.04234,12.7698,8.15041,-0.036429,-0.238934,0,0
72234,7.385685,-0.909076,0.23049,1.291612,0.341762,-0.257126,-0.170487,0,0,0,48,7.327487,1.04234,12.78852,8.15041,-0.042318,-0.299444,0,0
72256,7.379291,-1.580831,0.404431,1.299282,0.524867,-0.311221,-0.221529,0,0,0,48,7.324831,1.04234,12.77586,8.15041,-0.106823,-0.418044,0,0
72276,7.352799,-3.244954,0.371557,1.306952,0.469804,-0.409838,-0.278619,0,0,0,48,7.322387,1.04234,12.75076,8.15041,-0.029983,-0.439821,0,0
72298,7.313989,-4.206786,0.607313,1.318457,0.626776,-0.438528,-0.340286,0,0,0,48,7.319653,1.04234,12.74888,8.15041,-0.094124,-0.532652,0,0
72318,7.246686,-6.328923,0.511203,1.328427,0.424655,-0.384413,-0.371057,0,0,0,48,7.317115,1.04234,12.75646,8.15041,-0.020121,-0.404534,0,0
72339,7.108182,-6.13045,0.539688,1.340699,0.346368,-0.211274,-0.34204,0,0,0,48,7.314516,1.04234,12.74634,8.15041,-0.067547,-0.278821,0,0
72360,6.999971,-6.008312,0.683245,1.353738,0.340018,0.057729,-0.226319,0,0,0,48,7.311841,1.04234,12.72573,8.15041,-0.198873,-0.141145,0,0
72381,6.862257,-3.244954,0.530828,1.364476,0.227445,0.283574,-0.048108,0,0,0,48,7.308806,1.04234,12.71037,8.15041,-0.255509,0.028064,0,0
72401,6.803393,-0.603732,0.403565,1.372913,0.210573,0.354605,0.098649,0,0,0,48,7.305959,1.04234,12.70876,8.15041,-0.282589,0.072016,0,0
72421,6.822416,0.968787,0.293421,1.379049,0.228812,0.318735,0.191023,0,0,0,48,7.303029,1.04234,12.69732,8.15041,-0.273774,0.044962,0,0
72442,6.917943,2.083291,0.145386,1.382884,0.290569,0.274408,0.229139,0,0,0,48,7.300019,1.04234,12.65867,8.15041,-0.282489,-0.00808,0,0
72463,7.112989,-1.367091,0.289905,1.38902,0.413349,0.242574,0.23761,0,0,0,48,7.296623,1.04234,12.61463,8.15041,-0.327962,-0.085388,0,0
72485,7.225342,-5.15335,0.297426,1.395923,0.329638,0.224786,0.234478,0,0,0,48,7.293145,1.04234,12.60034,8.15041,-0.277212,-0.052426,0,0
72506,7.204659,-7.458694,0.500387,1.405894,0.3164,0.211774,0.228184,0,0,0,48,7.289907,1.04234,12.60357,8.15041,-0.264087,-0.052313,0,0
72527,7.068187,-6.13045,0.335558,1.413563,0.118612,0.156365,0.207584,0,0,0,48,7.286593,1.04234,12.60014,8.15041,-0.137488,0.018876,0,0
72548,6.921509,-0.909076,0.093246,1.416631,0.061133,0.107658,0.174755,0,0,0,48,7.283204,1.04234,12.59184,8.15041,-0.084395,0.023262,0,0
72568,6.96627,0.938253,-0.141217,1.41433,0.001659,0.161559,0.159038,0,0,0,48,7.279751,1.04234,12.59846,8.15041,-0.081609,0.07995,0,0
72590,7.096101,-3.199152,-0.123505,1.411263,-0.179057,0.241664,0.180517,0,0,0,48,7.275899,1.04234,12.62622,8.15041,-0.031304,0.21036,0,0
72610,7.019719,-2.970144,-0.160655,1.408195,-0.358533,0.279475,0.212831,0,0,0,48,7.272363,1.04234,12.65213,8.15041,0.039529,0.319004,0,0
72628,6.890228,-0.466328,-0.334004,1.402826,-0.567636,0.298717,0.240012,0,0,0,48,7.269162,1.04234,12.65174,8.15041,0.13446,0.433176,0,0
72651,6.779234,4.495504,-0.537679,1.392088,-0.670993,0.373434,0.281141,0,0,0,48,7.265244,1.04234,12.62669,8.15041,0.14878,0.522213,0,0
72671,6.776895,7.610008,-0.598566,1.379816,-0.641242,0.389503,0.322249,0,0,0,48,7.261697,1.04234,12.61534,8.15041,0.125869,0.515372,0,0
72693,6.831368,9.869551,-0.792848,1.362175,-0.692701,0.305821,0.337498,0,0,0,48,7.257837,1.04234,12.63194,8.15041,0.19344,0.499261,0,0
72714,6.968426,9.839016,-0.796052,1.345301,-0.611672,0.093694,0.273158,0,0,0,48,7.254391,1.04234,12.64784,8.15041,0.258989,0.352683,0,0
72732,7.042803,10.23596,-0.87042,1.330728,-0.586204,-0.101721,0.165071,0,0,0,48,7.251357,1.04234,12.63049,8.15041,0.343962,0.242242,0,0
72754,7.201451,10.87718,-0.820414,1.313855,-0.321162,-0.303662,0.000992,0,0,0,48,7.247748,1.04234,12.60036,8.15041,0.312412,0.00875,0,0
72774,7.495766,5.991688,-0.638472,1.300816,-0.109387,-0.335225,-0.125838,0,0,0,48,7.244575,1.04234,12.59293,8.15041,0.222306,-0.112919,0,0
72796,7.735348,-5.458694,-0.116651,1.295447,-0.099642,-0.238602,-0.191658,0,0,0,48,7.241207,1.04234,12.60658,8.15041,0.169122,-0.06948,0,0
72817,7.515997,-8.191519,0.163104,1.297748,-0.254784,-0.169753,-0.188763,0,0,0,48,7.238248,1.04234,12.62415,8.15041,0.212269,0.042516,0,0
72837,7.176424,-1.107549,0.01321,1.298515,-0.269402,-0.165744,-0.180479,0,0,0,48,7.235363,1.04234,12.63202,8.14247,0.217573,0.051829,0,0
72857,7.105813,0.907718,-0.149339,1.296214,-0.335384,-0.183749,-0.178942,0,0,0,48,7.232536,1.04234,12.61687,8.14247,0.259567,0.075817,0,0
72879,7.123013,-0.145717,-0.031316,1.29468,-0.309674,-0.139737,-0.167907,0,0,0,48,7.229487,1.04234,12.58923,8.14247,0.224705,0.084969,0,0
72900,7.105223,-0.191518,-0.022327,1.293146,-0.339136,-0.141558,-0.152629,0,0,0,48,7.226764,1.04234,12.59254,8.14247,0.240347,0.098789,0,0
72920,7.098778,-0.374725,0.046523,1.293146,-0.313741,-0.13819,-0.143765,0,0,0,48,7.22408,1.04234,12.61327,8.14247,0.225965,0.087775,0,0
72940,7.053364,0.281764,0.010759,1.293146,-0.346123,-0.140442,-0.142963,0,0,0,48,7.221427,1.04234,12.62242,8.14247,0.243282,0.102841,0,0
72960,7.058448,0.678711,0.072313,1.293913,-0.26674,-0.14999,-0.146404,0,0,0,48,7.218801,1.04234,12.61662,8.14247,0.208365,0.058375,0,0
72982,7.085305,0.770314,0.005558,1.293913,-0.2612,-0.152329,-0.151186,0,0,0,48,7.215935,1.04234,12.61889,8.14247,0.206764,0.054436,0,0
73002,7.125082,1.16726,0.072067,1.29468,-0.117635,-0.159801,-0.153773,0,0,0,48,7.213346,1.04234,12.63918,8.14247,0.138718,-0.021083,0,0
73024,7.191476,-0.160984,0.043253,1.296214,-0.089344,-0.187025,-0.160844,0,0,0,48,7.210512,1.04234,12.66194,8.14247,0.138184,-0.048841,0,0
73044,7.176776,0.083291,0.130921,1.299282,0.036992,-0.207597,-0.171645,0,0,0,48,7.207942,1.04234,12.66418,8.14247,0.085302,-0.122295,0,0
73065,7.187522,0.220695,0.231377,1.303117,0.205112,-0.239784,-0.19284,0,0,0,48,7.20537,1.04234,12.65546,8.14247,0.017336,-0.222448,0,0
73085,7.201375,-0.222053,0.146435,1.306185,0.213262,-0.27321,-0.218327,0,0,0,48,7.202792,1.04234,12.65735,8.14247,0.029974,-0.243236,0,0
73107,7.221808,-0.756404,0.242371,1.311554,0.366607,-0.314052,-0.25123,0,0,0,48,7.199942,1.04234,12.67188,8.14247,-0.026277,-0.34033,0,0
73127,7.20115,-1.626633,0.342947,1.31769,0.449891,-0.346899,-0.282856,0,0,0,48,7.197331,1.04234,12.67321,8.14247,-0.051496,-0.398395,0,0
